,index,minsupp_new,induction_measure,pruning_measure,voting_measure,max_growing,complementary_condition
825,825,7,Measures.RSS,Measures.RSS,Measures.Correlation,4,1
826,826,7,Measures.RSS,Measures.RSS,Measures.Correlation,5,0
827,827,7,Measures.RSS,Measures.RSS,Measures.Correlation,5,1
828,828,7,Measures.RSS,Measures.Correlation,Measures.C2,0,0
829,829,7,Measures.RSS,Measures.Correlation,Measures.C2,0,1
830,830,7,Measures.RSS,Measures.Correlation,Measures.C2,1,0
831,831,7,Measures.RSS,Measures.Correlation,Measures.C2,1,1
832,832,7,Measures.RSS,Measures.Correlation,Measures.C2,2,0
833,833,7,Measures.RSS,Measures.Correlation,Measures.C2,2,1
834,834,7,Measures.RSS,Measures.Correlation,Measures.C2,3,0
835,835,7,Measures.RSS,Measures.Correlation,Measures.C2,3,1
836,836,7,Measures.RSS,Measures.Correlation,Measures.C2,4,0
837,837,7,Measures.RSS,Measures.Correlation,Measures.C2,4,1
838,838,7,Measures.RSS,Measures.Correlation,Measures.C2,5,0
839,839,7,Measures.RSS,Measures.Correlation,Measures.C2,5,1
840,840,7,Measures.RSS,Measures.Correlation,Measures.RSS,0,0
841,841,7,Measures.RSS,Measures.Correlation,Measures.RSS,0,1
842,842,7,Measures.RSS,Measures.Correlation,Measures.RSS,1,0
843,843,7,Measures.RSS,Measures.Correlation,Measures.RSS,1,1
844,844,7,Measures.RSS,Measures.Correlation,Measures.RSS,2,0
845,845,7,Measures.RSS,Measures.Correlation,Measures.RSS,2,1
846,846,7,Measures.RSS,Measures.Correlation,Measures.RSS,3,0
847,847,7,Measures.RSS,Measures.Correlation,Measures.RSS,3,1
848,848,7,Measures.RSS,Measures.Correlation,Measures.RSS,4,0
849,849,7,Measures.RSS,Measures.Correlation,Measures.RSS,4,1
850,850,7,Measures.RSS,Measures.Correlation,Measures.RSS,5,0
851,851,7,Measures.RSS,Measures.Correlation,Measures.RSS,5,1
852,852,7,Measures.RSS,Measures.Correlation,Measures.Correlation,0,0
853,853,7,Measures.RSS,Measures.Correlation,Measures.Correlation,0,1
854,854,7,Measures.RSS,Measures.Correlation,Measures.Correlation,1,0
855,855,7,Measures.RSS,Measures.Correlation,Measures.Correlation,1,1
856,856,7,Measures.RSS,Measures.Correlation,Measures.Correlation,2,0
857,857,7,Measures.RSS,Measures.Correlation,Measures.Correlation,2,1
858,858,7,Measures.RSS,Measures.Correlation,Measures.Correlation,3,0
859,859,7,Measures.RSS,Measures.Correlation,Measures.Correlation,3,1
860,860,7,Measures.RSS,Measures.Correlation,Measures.Correlation,4,0
861,861,7,Measures.RSS,Measures.Correlation,Measures.Correlation,4,1
862,862,7,Measures.RSS,Measures.Correlation,Measures.Correlation,5,0
863,863,7,Measures.RSS,Measures.Correlation,Measures.Correlation,5,1
864,864,7,Measures.Correlation,Measures.C2,Measures.C2,0,0
865,865,7,Measures.Correlation,Measures.C2,Measures.C2,0,1
866,866,7,Measures.Correlation,Measures.C2,Measures.C2,1,0
867,867,7,Measures.Correlation,Measures.C2,Measures.C2,1,1
868,868,7,Measures.Correlation,Measures.C2,Measures.C2,2,0
869,869,7,Measures.Correlation,Measures.C2,Measures.C2,2,1
870,870,7,Measures.Correlation,Measures.C2,Measures.C2,3,0
871,871,7,Measures.Correlation,Measures.C2,Measures.C2,3,1
872,872,7,Measures.Correlation,Measures.C2,Measures.C2,4,0
873,873,7,Measures.Correlation,Measures.C2,Measures.C2,4,1
874,874,7,Measures.Correlation,Measures.C2,Measures.C2,5,0
875,875,7,Measures.Correlation,Measures.C2,Measures.C2,5,1
876,876,7,Measures.Correlation,Measures.C2,Measures.RSS,0,0
877,877,7,Measures.Correlation,Measures.C2,Measures.RSS,0,1
878,878,7,Measures.Correlation,Measures.C2,Measures.RSS,1,0
879,879,7,Measures.Correlation,Measures.C2,Measures.RSS,1,1
880,880,7,Measures.Correlation,Measures.C2,Measures.RSS,2,0
881,881,7,Measures.Correlation,Measures.C2,Measures.RSS,2,1
882,882,7,Measures.Correlation,Measures.C2,Measures.RSS,3,0
883,883,7,Measures.Correlation,Measures.C2,Measures.RSS,3,1
884,884,7,Measures.Correlation,Measures.C2,Measures.RSS,4,0
885,885,7,Measures.Correlation,Measures.C2,Measures.RSS,4,1
886,886,7,Measures.Correlation,Measures.C2,Measures.RSS,5,0
887,887,7,Measures.Correlation,Measures.C2,Measures.RSS,5,1
888,888,7,Measures.Correlation,Measures.C2,Measures.Correlation,0,0
889,889,7,Measures.Correlation,Measures.C2,Measures.Correlation,0,1
890,890,7,Measures.Correlation,Measures.C2,Measures.Correlation,1,0
891,891,7,Measures.Correlation,Measures.C2,Measures.Correlation,1,1
892,892,7,Measures.Correlation,Measures.C2,Measures.Correlation,2,0
893,893,7,Measures.Correlation,Measures.C2,Measures.Correlation,2,1
894,894,7,Measures.Correlation,Measures.C2,Measures.Correlation,3,0
895,895,7,Measures.Correlation,Measures.C2,Measures.Correlation,3,1
896,896,7,Measures.Correlation,Measures.C2,Measures.Correlation,4,0
897,897,7,Measures.Correlation,Measures.C2,Measures.Correlation,4,1
898,898,7,Measures.Correlation,Measures.C2,Measures.Correlation,5,0
899,899,7,Measures.Correlation,Measures.C2,Measures.Correlation,5,1
900,900,7,Measures.Correlation,Measures.RSS,Measures.C2,0,0
901,901,7,Measures.Correlation,Measures.RSS,Measures.C2,0,1
902,902,7,Measures.Correlation,Measures.RSS,Measures.C2,1,0
903,903,7,Measures.Correlation,Measures.RSS,Measures.C2,1,1
904,904,7,Measures.Correlation,Measures.RSS,Measures.C2,2,0
905,905,7,Measures.Correlation,Measures.RSS,Measures.C2,2,1
906,906,7,Measures.Correlation,Measures.RSS,Measures.C2,3,0
907,907,7,Measures.Correlation,Measures.RSS,Measures.C2,3,1
908,908,7,Measures.Correlation,Measures.RSS,Measures.C2,4,0
909,909,7,Measures.Correlation,Measures.RSS,Measures.C2,4,1
910,910,7,Measures.Correlation,Measures.RSS,Measures.C2,5,0
911,911,7,Measures.Correlation,Measures.RSS,Measures.C2,5,1
912,912,7,Measures.Correlation,Measures.RSS,Measures.RSS,0,0
913,913,7,Measures.Correlation,Measures.RSS,Measures.RSS,0,1
914,914,7,Measures.Correlation,Measures.RSS,Measures.RSS,1,0
915,915,7,Measures.Correlation,Measures.RSS,Measures.RSS,1,1
916,916,7,Measures.Correlation,Measures.RSS,Measures.RSS,2,0
917,917,7,Measures.Correlation,Measures.RSS,Measures.RSS,2,1
918,918,7,Measures.Correlation,Measures.RSS,Measures.RSS,3,0
919,919,7,Measures.Correlation,Measures.RSS,Measures.RSS,3,1
920,920,7,Measures.Correlation,Measures.RSS,Measures.RSS,4,0
921,921,7,Measures.Correlation,Measures.RSS,Measures.RSS,4,1
922,922,7,Measures.Correlation,Measures.RSS,Measures.RSS,5,0
923,923,7,Measures.Correlation,Measures.RSS,Measures.RSS,5,1
924,924,7,Measures.Correlation,Measures.RSS,Measures.Correlation,0,0
925,925,7,Measures.Correlation,Measures.RSS,Measures.Correlation,0,1
926,926,7,Measures.Correlation,Measures.RSS,Measures.Correlation,1,0
927,927,7,Measures.Correlation,Measures.RSS,Measures.Correlation,1,1
928,928,7,Measures.Correlation,Measures.RSS,Measures.Correlation,2,0
929,929,7,Measures.Correlation,Measures.RSS,Measures.Correlation,2,1
930,930,7,Measures.Correlation,Measures.RSS,Measures.Correlation,3,0
931,931,7,Measures.Correlation,Measures.RSS,Measures.Correlation,3,1
932,932,7,Measures.Correlation,Measures.RSS,Measures.Correlation,4,0
933,933,7,Measures.Correlation,Measures.RSS,Measures.Correlation,4,1
934,934,7,Measures.Correlation,Measures.RSS,Measures.Correlation,5,0
935,935,7,Measures.Correlation,Measures.RSS,Measures.Correlation,5,1
936,936,7,Measures.Correlation,Measures.Correlation,Measures.C2,0,0
937,937,7,Measures.Correlation,Measures.Correlation,Measures.C2,0,1
938,938,7,Measures.Correlation,Measures.Correlation,Measures.C2,1,0
939,939,7,Measures.Correlation,Measures.Correlation,Measures.C2,1,1
940,940,7,Measures.Correlation,Measures.Correlation,Measures.C2,2,0
941,941,7,Measures.Correlation,Measures.Correlation,Measures.C2,2,1
942,942,7,Measures.Correlation,Measures.Correlation,Measures.C2,3,0
943,943,7,Measures.Correlation,Measures.Correlation,Measures.C2,3,1
944,944,7,Measures.Correlation,Measures.Correlation,Measures.C2,4,0
945,945,7,Measures.Correlation,Measures.Correlation,Measures.C2,4,1
946,946,7,Measures.Correlation,Measures.Correlation,Measures.C2,5,0
947,947,7,Measures.Correlation,Measures.Correlation,Measures.C2,5,1
948,948,7,Measures.Correlation,Measures.Correlation,Measures.RSS,0,0
949,949,7,Measures.Correlation,Measures.Correlation,Measures.RSS,0,1
950,950,7,Measures.Correlation,Measures.Correlation,Measures.RSS,1,0
951,951,7,Measures.Correlation,Measures.Correlation,Measures.RSS,1,1
952,952,7,Measures.Correlation,Measures.Correlation,Measures.RSS,2,0
953,953,7,Measures.Correlation,Measures.Correlation,Measures.RSS,2,1
954,954,7,Measures.Correlation,Measures.Correlation,Measures.RSS,3,0
955,955,7,Measures.Correlation,Measures.Correlation,Measures.RSS,3,1
956,956,7,Measures.Correlation,Measures.Correlation,Measures.RSS,4,0
957,957,7,Measures.Correlation,Measures.Correlation,Measures.RSS,4,1
958,958,7,Measures.Correlation,Measures.Correlation,Measures.RSS,5,0
959,959,7,Measures.Correlation,Measures.Correlation,Measures.RSS,5,1
960,960,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,0
961,961,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,1
962,962,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,0
963,963,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,1
964,964,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,0
965,965,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,1
966,966,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,0
967,967,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,1
968,968,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,0
969,969,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,1
970,970,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,0
971,971,7,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,1
972,972,9,Measures.C2,Measures.C2,Measures.C2,0,0
973,973,9,Measures.C2,Measures.C2,Measures.C2,0,1
974,974,9,Measures.C2,Measures.C2,Measures.C2,1,0
975,975,9,Measures.C2,Measures.C2,Measures.C2,1,1
976,976,9,Measures.C2,Measures.C2,Measures.C2,2,0
977,977,9,Measures.C2,Measures.C2,Measures.C2,2,1
978,978,9,Measures.C2,Measures.C2,Measures.C2,3,0
979,979,9,Measures.C2,Measures.C2,Measures.C2,3,1
980,980,9,Measures.C2,Measures.C2,Measures.C2,4,0
981,981,9,Measures.C2,Measures.C2,Measures.C2,4,1
982,982,9,Measures.C2,Measures.C2,Measures.C2,5,0
983,983,9,Measures.C2,Measures.C2,Measures.C2,5,1
984,984,9,Measures.C2,Measures.C2,Measures.RSS,0,0
985,985,9,Measures.C2,Measures.C2,Measures.RSS,0,1
986,986,9,Measures.C2,Measures.C2,Measures.RSS,1,0
987,987,9,Measures.C2,Measures.C2,Measures.RSS,1,1
988,988,9,Measures.C2,Measures.C2,Measures.RSS,2,0
989,989,9,Measures.C2,Measures.C2,Measures.RSS,2,1
990,990,9,Measures.C2,Measures.C2,Measures.RSS,3,0
991,991,9,Measures.C2,Measures.C2,Measures.RSS,3,1
992,992,9,Measures.C2,Measures.C2,Measures.RSS,4,0
993,993,9,Measures.C2,Measures.C2,Measures.RSS,4,1
994,994,9,Measures.C2,Measures.C2,Measures.RSS,5,0
995,995,9,Measures.C2,Measures.C2,Measures.RSS,5,1
996,996,9,Measures.C2,Measures.C2,Measures.Correlation,0,0
997,997,9,Measures.C2,Measures.C2,Measures.Correlation,0,1
998,998,9,Measures.C2,Measures.C2,Measures.Correlation,1,0
999,999,9,Measures.C2,Measures.C2,Measures.Correlation,1,1
1000,1000,9,Measures.C2,Measures.C2,Measures.Correlation,2,0
1001,1001,9,Measures.C2,Measures.C2,Measures.Correlation,2,1
1002,1002,9,Measures.C2,Measures.C2,Measures.Correlation,3,0
1003,1003,9,Measures.C2,Measures.C2,Measures.Correlation,3,1
1004,1004,9,Measures.C2,Measures.C2,Measures.Correlation,4,0
1005,1005,9,Measures.C2,Measures.C2,Measures.Correlation,4,1
1006,1006,9,Measures.C2,Measures.C2,Measures.Correlation,5,0
1007,1007,9,Measures.C2,Measures.C2,Measures.Correlation,5,1
1008,1008,9,Measures.C2,Measures.RSS,Measures.C2,0,0
1009,1009,9,Measures.C2,Measures.RSS,Measures.C2,0,1
1010,1010,9,Measures.C2,Measures.RSS,Measures.C2,1,0
1011,1011,9,Measures.C2,Measures.RSS,Measures.C2,1,1
1012,1012,9,Measures.C2,Measures.RSS,Measures.C2,2,0
1013,1013,9,Measures.C2,Measures.RSS,Measures.C2,2,1
1014,1014,9,Measures.C2,Measures.RSS,Measures.C2,3,0
1015,1015,9,Measures.C2,Measures.RSS,Measures.C2,3,1
1016,1016,9,Measures.C2,Measures.RSS,Measures.C2,4,0
1017,1017,9,Measures.C2,Measures.RSS,Measures.C2,4,1
1018,1018,9,Measures.C2,Measures.RSS,Measures.C2,5,0
1019,1019,9,Measures.C2,Measures.RSS,Measures.C2,5,1
1020,1020,9,Measures.C2,Measures.RSS,Measures.RSS,0,0
1021,1021,9,Measures.C2,Measures.RSS,Measures.RSS,0,1
1022,1022,9,Measures.C2,Measures.RSS,Measures.RSS,1,0
1023,1023,9,Measures.C2,Measures.RSS,Measures.RSS,1,1
1024,1024,9,Measures.C2,Measures.RSS,Measures.RSS,2,0
1025,1025,9,Measures.C2,Measures.RSS,Measures.RSS,2,1
1026,1026,9,Measures.C2,Measures.RSS,Measures.RSS,3,0
1027,1027,9,Measures.C2,Measures.RSS,Measures.RSS,3,1
1028,1028,9,Measures.C2,Measures.RSS,Measures.RSS,4,0
1029,1029,9,Measures.C2,Measures.RSS,Measures.RSS,4,1
1030,1030,9,Measures.C2,Measures.RSS,Measures.RSS,5,0
1031,1031,9,Measures.C2,Measures.RSS,Measures.RSS,5,1
1032,1032,9,Measures.C2,Measures.RSS,Measures.Correlation,0,0
1033,1033,9,Measures.C2,Measures.RSS,Measures.Correlation,0,1
1034,1034,9,Measures.C2,Measures.RSS,Measures.Correlation,1,0
1035,1035,9,Measures.C2,Measures.RSS,Measures.Correlation,1,1
1036,1036,9,Measures.C2,Measures.RSS,Measures.Correlation,2,0
1037,1037,9,Measures.C2,Measures.RSS,Measures.Correlation,2,1
1038,1038,9,Measures.C2,Measures.RSS,Measures.Correlation,3,0
1039,1039,9,Measures.C2,Measures.RSS,Measures.Correlation,3,1
1040,1040,9,Measures.C2,Measures.RSS,Measures.Correlation,4,0
1041,1041,9,Measures.C2,Measures.RSS,Measures.Correlation,4,1
1042,1042,9,Measures.C2,Measures.RSS,Measures.Correlation,5,0
1043,1043,9,Measures.C2,Measures.RSS,Measures.Correlation,5,1
1044,1044,9,Measures.C2,Measures.Correlation,Measures.C2,0,0
1045,1045,9,Measures.C2,Measures.Correlation,Measures.C2,0,1
1046,1046,9,Measures.C2,Measures.Correlation,Measures.C2,1,0
1047,1047,9,Measures.C2,Measures.Correlation,Measures.C2,1,1
1048,1048,9,Measures.C2,Measures.Correlation,Measures.C2,2,0
1049,1049,9,Measures.C2,Measures.Correlation,Measures.C2,2,1
1050,1050,9,Measures.C2,Measures.Correlation,Measures.C2,3,0
1051,1051,9,Measures.C2,Measures.Correlation,Measures.C2,3,1
1052,1052,9,Measures.C2,Measures.Correlation,Measures.C2,4,0
1053,1053,9,Measures.C2,Measures.Correlation,Measures.C2,4,1
1054,1054,9,Measures.C2,Measures.Correlation,Measures.C2,5,0
1055,1055,9,Measures.C2,Measures.Correlation,Measures.C2,5,1
1056,1056,9,Measures.C2,Measures.Correlation,Measures.RSS,0,0
1057,1057,9,Measures.C2,Measures.Correlation,Measures.RSS,0,1
1058,1058,9,Measures.C2,Measures.Correlation,Measures.RSS,1,0
1059,1059,9,Measures.C2,Measures.Correlation,Measures.RSS,1,1
1060,1060,9,Measures.C2,Measures.Correlation,Measures.RSS,2,0
1061,1061,9,Measures.C2,Measures.Correlation,Measures.RSS,2,1
1062,1062,9,Measures.C2,Measures.Correlation,Measures.RSS,3,0
1063,1063,9,Measures.C2,Measures.Correlation,Measures.RSS,3,1
1064,1064,9,Measures.C2,Measures.Correlation,Measures.RSS,4,0
1065,1065,9,Measures.C2,Measures.Correlation,Measures.RSS,4,1
1066,1066,9,Measures.C2,Measures.Correlation,Measures.RSS,5,0
1067,1067,9,Measures.C2,Measures.Correlation,Measures.RSS,5,1
1068,1068,9,Measures.C2,Measures.Correlation,Measures.Correlation,0,0
1069,1069,9,Measures.C2,Measures.Correlation,Measures.Correlation,0,1
1070,1070,9,Measures.C2,Measures.Correlation,Measures.Correlation,1,0
1071,1071,9,Measures.C2,Measures.Correlation,Measures.Correlation,1,1
1072,1072,9,Measures.C2,Measures.Correlation,Measures.Correlation,2,0
1073,1073,9,Measures.C2,Measures.Correlation,Measures.Correlation,2,1
1074,1074,9,Measures.C2,Measures.Correlation,Measures.Correlation,3,0
1075,1075,9,Measures.C2,Measures.Correlation,Measures.Correlation,3,1
1076,1076,9,Measures.C2,Measures.Correlation,Measures.Correlation,4,0
1077,1077,9,Measures.C2,Measures.Correlation,Measures.Correlation,4,1
1078,1078,9,Measures.C2,Measures.Correlation,Measures.Correlation,5,0
1079,1079,9,Measures.C2,Measures.Correlation,Measures.Correlation,5,1
1080,1080,9,Measures.RSS,Measures.C2,Measures.C2,0,0
1081,1081,9,Measures.RSS,Measures.C2,Measures.C2,0,1
